model;year;mileage;engine_type;price;gearbox;brand
Citroën Berlingo;2018;120 374 km;Diesel;11 350 €;Manuelle;M BLUEHDI 100 CLUB
DS 3;2023;4 521 km;Diesel;35 500 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 X;2023;6 790 km;Essence;34 120 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 4;2023;4 064 km;Diesel;37 350 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C3;2021;7 793 km;Essence;14 749 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Peugeot 5008;2023;5 441 km;Diesel;38 416 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;2 464 km;Essence;36 385 €;Manuelle;Puretech 130ch S&S BVM6 GT
Peugeot 208;2020;43 394 km;Diesel;11 300 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM
Citroën C5 Aircross;2023;11 010 km;Essence;32 900 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 208;2021;15 837 km;Essence;19 000 €;Manuelle;PureTech 100 S&S BVM6 Roadtrip
Citroën C5 Aircross;2023;7 668 km;Essence;33 334 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C3;2021;20 214 km;Essence;13 700 €;Manuelle;PureTech 83 S&S BVM5 Feel
Citroën C5 Aircross;2023;2 835 km;Essence;33 429 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 402 km;Essence;33 191 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 7;2023;3 829 km;Hybride rechargeable;55 700 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Performance
Citroën C5 Aircross;2023;3 697 km;Essence;33 611 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 208;2021;15 315 km;Essence;19 900 €;Automatique;PureTech 100 S&S EAT8 Style
Peugeot 408;2023;14 401 km;Essence;35 000 €;Automatique;PureTech 130 ch S&S EAT8 GT
Citroën C5 Aircross;2023;5 749 km;Essence;33 498 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 998 km;Essence;33 484 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 637 km;Essence;32 971 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 4;2023;3 851 km;Diesel;37 400 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot Partner;2020;123 757 km;Diesel;14 207 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 100 S&S BVM5 PREMI
Peugeot 2008;2021;34 379 km;Electrique;24 990 €;Automatique;Electrique 136 ch Style
Peugeot 308;2019;68 435 km;Diesel;11 700 €;Manuelle;BLUEHDI 100 S&S BVM6 PREMIUM PACK
Citroën C5 Aircross;2023;7 312 km;Essence;33 191 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;7 471 km;Essence;33 300 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;3 381 km;Essence;33 287 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 492 km;Essence;33 349 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën Jumpy;2023;5 km;Diesel;30 750 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 X;2023;5 799 km;Essence;29 000 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 208;2020;33 960 km;Diesel;11 300 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM PACK
DS 3;2023;5 952 km;Diesel;34 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;22 054 km;Diesel;33 401 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
Peugeot 208;2019;71 588 km;Diesel;9 537 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM PACK
DS 4;2023;3 530 km;Hybride rechargeable;47 600 €;Automatique;Hybride E-Tense 225 EAT8 Rivoli
Citroën C5 Aircross;2023;4 896 km;Essence;33 366 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;4 913 km;Essence;37 150 €;Automatique;PureTech 130 ch S&S EAT8 GT
DS 3;2023;6 214 km;Essence;33 600 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën Jumpy;2023;1 km;Diesel;30 550 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 Aircross;2023;6 914 km;Essence;33 011 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 299 km;Essence;33 192 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën Jumpy;2023;5 km;Diesel;30 750 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Citroën C5 X;2023;3 373 km;Essence;37 030 €;Automatique;PureTech 180 S&S EAT8 Shine
DS 3;2023;6 647 km;Diesel;33 600 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 3;2023;5 185 km;Diesel;33 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot Partner;2019;110 766 km;Diesel;13 266 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Peugeot 308;2020;122 706 km;Diesel;11 900 €;Manuelle;BLUEHDI 130 S&S BVM6 PREMIUM
Opel Mokka;2023;5 km;Diesel;27 490 €;Manuelle;1.5 DIESEL 110 CH BVM6 Elegance Business
Citroën C5 Aircross;2023;5 km;Essence;34 596 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;8 929 km;Essence;33 750 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Peugeot 5008;2023;7 276 km;Essence;36 000 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Peugeot 508;2023;4 508 km;Hybride rechargeable;48 950 €;Automatique;Hybrid 225 e-EAT8 Allure
DS 7;2023;3 052 km;Hybride rechargeable;54 500 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Performance
Peugeot Partner;2019;70 966 km;Diesel;14 994 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Peugeot Partner;2019;87 188 km;Diesel;14 553 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
DS 4;2022;22 810 km;Essence;34 450 €;Automatique;PureTech 130 EAT8 Rivoli
DS 3;2023;5 965 km;Essence;33 200 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën C5 Aircross;2023;5 km;Essence;32 100 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 5008;2023;5 km;Essence;33 850 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Opel Crossland;2023;4 km;Essence;24 509 €;Manuelle;1.2 Turbo 110 ch BVM6 GS
Peugeot 5008;2023;5 km;Essence;33 750 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C3;2021;25 318 km;Essence;13 990 €;Manuelle;PureTech 83 S&S BVM5 Feel Business
Citroën C5 Aircross;2023;5 km;Essence;33 700 €;Automatique;PureTech 130 S&S EAT8 C-Series
DS 3;2023;1 km;Essence;34 600 €;Automatique;PureTech 130 EAT8 Performance Line
Peugeot 2008;2023;18 086 km;Essence;26 750 €;Automatique;PureTech 130 S&S EAT8 Allure
Peugeot 5008;2023;5 km;Essence;33 950 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C5 Aircross;2023;10 219 km;Essence;33 144 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;8 274 km;Essence;29 008 €;Automatique;PureTech 130 S&S EAT8 Feel
DS 3;2023;3 683 km;Essence;34 350 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Peugeot 3008;2022;22 336 km;Essence;30 300 €;Manuelle;Puretech 130ch S&S BVM6 Roadtrip
DS 4;2023;2 038 km;Diesel;37 700 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 X;2023;2 647 km;Essence;32 288 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
DS 3;2023;4 727 km;Diesel;33 990 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;5 km;Essence;32 993 €;Automatique;PureTech 130 S&S EAT8 C-Series
Opel Crossland;2022;16 158 km;Diesel;22 090 €;Manuelle;1.5 D 110 ch BVM6 GS Line
Citroën C5 Aircross;2023;3 706 km;Essence;33 445 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;34 100 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;3 679 km;Essence;33 287 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 9;2023;18 034 km;Essence;50 592 €;Automatique;9 PureTech 225 EAT8 Rivoli +
Peugeot 408;2023;4 154 km;Essence;33 000 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
DS 3;2023;4 295 km;Essence;33 800 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Peugeot 3008;2023;15 721 km;Diesel;37 500 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën Jumpy;2019;169 991 km;Diesel;16 627 €;Manuelle;CAB APPROFONDIE XL BLUEHDI 120 BVM6 CLUB 340 NM
Peugeot 2008;2023;15 881 km;Essence;27 350 €;Automatique;PureTech 130 S&S EAT8 Allure
Citroën Berlingo;2020;123 470 km;Diesel;16 562 €;Automatique;VAN M 650 BLUEHDI 130 S&S EAT8 DRIVER
DS 3;2023;5 752 km;Diesel;34 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;4 707 km;Essence;33 223 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C4 X;2023;10 913 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 3;2023;6 436 km;Essence;33 150 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
DS 4;2023;6 171 km;Diesel;38 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;5 592 km;Essence;33 224 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C4 X;2023;9 068 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 547 km;Essence;33 192 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C4 X;2023;8 610 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 5008;2023;3 390 km;Essence;38 600 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot 5008;2023;1 188 km;Diesel;38 250 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C4;2022;9 558 km;Essence;23 000 €;Manuelle;PureTech 130 S&S BVM6 C-Series
Peugeot 208;2022;28 940 km;Diesel;15 690 €;Manuelle;BlueHDi 100 S&S BVM6 Active
Citroën C5 Aircross;2023;5 039 km;Essence;33 366 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 5008;2023;10 009 km;Essence;36 100 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën Berlingo;2018;120 374 km;Diesel;11 350 €;Manuelle;M BLUEHDI 100 CLUB
Citroën C5 X;2023;6 790 km;Essence;34 120 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 3;2023;4 521 km;Diesel;35 500 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 4;2023;16 548 km;Essence;35 950 €;Automatique;PureTech 130 EAT8 Rivoli
Peugeot 5008;2023;5 441 km;Diesel;38 416 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
DS 4;2023;4 064 km;Diesel;37 350 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;7 402 km;Essence;33 191 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 668 km;Essence;33 334 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;2 464 km;Essence;36 385 €;Manuelle;Puretech 130ch S&S BVM6 GT
Citroën C5 Aircross;2023;5 637 km;Essence;32 971 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 4;2023;3 851 km;Diesel;37 400 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C3;2020;55 393 km;Diesel;12 990 €;Manuelle;BlueHDi 100 S&S BVM5 Feel
Citroën C5 Aircross;2023;2 835 km;Essence;33 429 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;11 010 km;Essence;32 900 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 749 km;Essence;33 498 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 312 km;Essence;33 191 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 998 km;Essence;33 484 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;3 381 km;Essence;33 287 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 492 km;Essence;33 349 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 7;2023;3 829 km;Hybride rechargeable;55 700 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Performance
Citroën C5 X;2023;5 799 km;Essence;29 000 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Citroën C5 Aircross;2023;3 697 km;Essence;33 611 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;13 690 km;Essence;27 571 €;Manuelle;PureTech 130 S&S BVM6 C-Series
DS 3;2023;5 952 km;Diesel;34 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;6 914 km;Essence;33 011 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;22 054 km;Diesel;33 401 €;Automatique;BlueHDi 130 S&S EAT8 SHINE
DS 4;2023;3 530 km;Hybride rechargeable;47 600 €;Automatique;Hybride E-Tense 225 EAT8 Rivoli
Citroën C5 Aircross;2023;5 355 km;Essence;33 224 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;4 896 km;Essence;33 366 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;6 175 km;Essence;33 192 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;7 299 km;Essence;33 192 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 3;2023;6 647 km;Diesel;33 600 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 3;2023;5 185 km;Diesel;33 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 3;2023;21 924 km;Essence;30 700 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Peugeot 3008;2023;9 228 km;Essence;33 212 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 408;2023;3 388 km;Essence;33 250 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Peugeot 308;2020;122 706 km;Diesel;11 900 €;Manuelle;BLUEHDI 130 S&S BVM6 PREMIUM
Citroën C5 Aircross;2023;3 276 km;Essence;33 287 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;2 383 km;Diesel;35 282 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3;2020;24 098 km;Diesel;13 790 €;Manuelle;BlueHDi 100 S&S BVM5 Feel
Peugeot 3008;2023;949 km;Hybride rechargeable;54 650 €;Automatique;Hybrid 225 e-EAT8 GT
Citroën C5 Aircross;2023;5 189 km;Essence;33 366 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 408;2023;5 km;Hybride rechargeable;43 500 €;Automatique;PHEV 225 e-EAT8 Allure Pack
Citroën C5 Aircross;2023;6 951 km;Essence;33 547 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;34 596 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;2 038 km;Essence;27 900 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
Peugeot 408;2023;8 929 km;Essence;33 750 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 138 km;Essence;33 224 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 508;2023;4 508 km;Hybride rechargeable;48 950 €;Automatique;Hybrid 225 e-EAT8 Allure
Peugeot 3008;2023;1 896 km;Diesel;41 400 €;Automatique;BlueHDi 130ch S&S EAT8 GT
DS 7;2023;3 052 km;Hybride rechargeable;54 500 €;Automatique;CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Performance
Citroën C5 Aircross;2023;6 071 km;Hybride rechargeable;41 490 €;Automatique;Hybride Rechargeable 180 e-EAT8 Feel Pack
Citroën C4;2023;10 333 km;Essence;26 858 €;Manuelle;PureTech 130 S&S BVM6 Shine
Peugeot 3008;2023;25 228 km;Diesel;32 390 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 100 €;Automatique;PureTech 130 S&S EAT8 C-Series
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
Opel Crossland;2023;4 km;Essence;24 509 €;Manuelle;1.2 Turbo 110 ch BVM6 GS
DS 4;2023;5 km;Diesel;39 258 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 3;2023;5 965 km;Essence;33 200 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
Peugeot 508;2023;2 940 km;Hybride rechargeable;51 500 €;Automatique;SW Hybrid 225 e-EAT8 Allure
Peugeot 5008;2023;5 km;Essence;33 850 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Peugeot 5008;2023;5 km;Essence;33 750 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Citroën C5 Aircross;2023;4 017 km;Essence;35 229 €;Automatique;PureTech 130 S&S EAT8 Shine Pack
DS 3;2023;1 km;Essence;34 600 €;Automatique;PureTech 130 EAT8 Performance Line
Peugeot 3008;2023;4 156 km;Diesel;40 100 €;Automatique;BlueHDi 130ch S&S EAT8 GT
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
Peugeot 3008;2023;4 642 km;Diesel;37 900 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;5 km;Essence;33 700 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 5008;2023;5 km;Essence;33 950 €;Manuelle;PureTech 130ch S&S BVM6 Active Pack
Peugeot 3008;2023;3 948 km;Diesel;37 990 €;Automatique;BlueHDi 130ch S&S EAT8 GT
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
DS 3;2023;18 030 km;Essence;30 691 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
DS 4;2023;5 km;Essence;38 144 €;Automatique;PureTech 130 EAT8 Performance Line+
Peugeot 208;2022;11 034 km;Essence;21 650 €;Manuelle;PureTech 100 S&S BVM6 GT Pack
Peugeot 3008;2023;9 933 km;Diesel;36 990 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 2008;2023;18 086 km;Essence;26 750 €;Automatique;PureTech 130 S&S EAT8 Allure
Citroën C5 Aircross;2023;10 219 km;Essence;33 144 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;5 km;Essence;32 374 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
DS 3;2023;3 683 km;Essence;34 350 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Peugeot 3008;2023;5 km;Essence;32 373 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2022;22 336 km;Essence;30 300 €;Manuelle;Puretech 130ch S&S BVM6 Roadtrip
Peugeot 3008;2023;5 km;Essence;32 374 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;32 373 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;8 274 km;Essence;29 008 €;Automatique;PureTech 130 S&S EAT8 Feel
Peugeot 3008;2023;5 km;Essence;32 698 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 X;2023;2 647 km;Essence;32 288 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 3008;2023;5 km;Essence;32 374 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;5 km;Essence;32 993 €;Automatique;PureTech 130 S&S EAT8 C-Series
Peugeot 308;2023;5 km;Essence;30 900 €;Automatique;SW PureTech 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;5 km;Essence;32 698 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 3008;2023;5 km;Essence;32 698 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;3 706 km;Essence;33 445 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 km;Essence;34 100 €;Automatique;PureTech 130 S&S EAT8 C-Series
Citroën C5 Aircross;2023;3 679 km;Essence;33 287 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 3;2023;4 295 km;Essence;33 800 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Peugeot 408;2023;4 154 km;Essence;33 000 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Citroën C3;2021;22 722 km;Essence;14 342 €;Manuelle;PureTech 83 S&S BVM5 Feel Pack
DS 4;2023;7 242 km;Diesel;36 600 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 3;2023;5 752 km;Diesel;34 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
DS 4;2023;9 337 km;Diesel;36 630 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;8 107 km;Essence;28 988 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
DS 3;2023;3 235 km;Essence;33 250 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën C4 X;2023;8 610 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 208;2020;43 394 km;Diesel;11 300 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM
Peugeot 3008;2023;5 999 km;Essence;31 085 €;Automatique;Puretech 130ch S&S EAT8 Active Pack
Peugeot 5008;2023;3 390 km;Essence;38 600 €;Automatique;PureTech 130ch S&S EAT8 GT
Peugeot Partner;2019;100 857 km;Diesel;15 631 €;Manuelle;FOURGON LONG 950 KG BLUEHDI 100 S&S BVM5 PREMIUM
Peugeot 3008;2023;6 799 km;Essence;33 274 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C4 X;2023;10 913 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 Aircross;2023;5 039 km;Essence;33 366 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C5 X;2022;17 200 km;Essence;35 850 €;Automatique;PureTech 180 S&S EAT8 Shine Pack
DS 3;2023;6 436 km;Essence;33 150 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
DS 4;2023;6 171 km;Diesel;38 900 €;Automatique;BlueHDi 130 EAT8 Rivoli
Citroën C5 Aircross;2023;5 592 km;Essence;33 224 €;Automatique;PureTech 130 S&S EAT8 Shine
DS 3;2023;3 748 km;Essence;33 990 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën C5 X;2023;3 408 km;Essence;34 405 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën C4 X;2023;9 068 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2022;7 591 km;Essence;26 790 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
DS 7;2019;145 655 km;Diesel;23 900 €;Automatique;CROSSBACK Crossback BlueHDi 180 EAT8 Performance Line+
Peugeot 3008;2023;21 572 km;Essence;29 322 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C5 Aircross;2023;7 547 km;Essence;33 192 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 3008;2023;13 414 km;Diesel;34 345 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 5008;2023;10 009 km;Essence;36 100 €;Automatique;PureTech 130ch S&S EAT8 Allure Pack
Citroën C3;2021;7 793 km;Essence;14 749 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Peugeot 208;2021;15 837 km;Essence;19 000 €;Manuelle;PureTech 100 S&S BVM6 Roadtrip
Citroën C3;2021;20 214 km;Essence;13 700 €;Manuelle;PureTech 83 S&S BVM5 Feel
DS 4;2023;2 286 km;Diesel;37 050 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 3008;2023;22 073 km;Essence;29 266 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot Partner;2020;123 757 km;Diesel;14 207 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 100 S&S BVM5 PREMI
Citroën C4 X;2023;2 229 km;Essence;27 900 €;Automatique;PureTech 130 S&S EAT8 Feel Pack
Peugeot 208;2022;8 876 km;Essence;24 190 €;Automatique;PureTech 130 S&S EAT8 GT Pack
Peugeot 3008;2023;13 905 km;Diesel;34 496 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 308;2019;68 435 km;Diesel;11 700 €;Manuelle;BLUEHDI 100 S&S BVM6 PREMIUM PACK
Peugeot 408;2023;7 471 km;Essence;33 300 €;Automatique;PureTech 130 ch S&S EAT8 Allure Pack
Peugeot 208;2020;33 960 km;Diesel;11 300 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM PACK
Peugeot 3008;2023;11 647 km;Diesel;34 674 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 3008;2023;8 289 km;Essence;33 695 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
DS 3;2023;6 968 km;Diesel;33 700 €;Automatique;BlueHDi 130 EAT8 Rivoli
Peugeot 408;2023;14 401 km;Essence;35 000 €;Automatique;PureTech 130 ch S&S EAT8 GT
DS 3;2022;18 486 km;Essence;30 936 €;Automatique;Crossback PureTech 155 EAT8 Performance Line+
Peugeot 5008;2023;3 981 km;Diesel;38 800 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 208;2019;71 588 km;Diesel;9 537 €;Manuelle;BLUEHDI 100 S&S BVM5 PREMIUM PACK
Citroën Jumpy;2023;5 km;Diesel;30 750 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
DS 4;2023;2 020 km;Essence;43 456 €;Automatique;PureTech 130 EAT8 Opera
DS 3;2023;6 214 km;Essence;33 600 €;Automatique;Crossback PureTech 130 EAT8 Rivoli
Citroën C4 X;2023;2 686 km;Essence;29 400 €;Automatique;PureTech 130 S&S EAT8 Shine
Citroën Jumpy;2023;1 km;Diesel;30 550 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
Peugeot 408;2023;4 913 km;Essence;37 150 €;Automatique;PureTech 130 ch S&S EAT8 GT
Citroën Jumpy;2023;5 km;Diesel;30 750 €;Manuelle;FGN M BLUEHDI 120 S&S BVM6
DS 4;2023;16 548 km;Essence;35 950 €;Automatique;PureTech 130 EAT8 Rivoli
Citroën C5 X;2023;3 373 km;Essence;37 030 €;Automatique;PureTech 180 S&S EAT8 Shine
Citroën C5 Aircross;2023;13 690 km;Essence;27 571 €;Manuelle;PureTech 130 S&S BVM6 C-Series
